video_id,video,feature_csv,keypoints_csv,label_csv,label_status,split,video_frames,fps,feature_rows,zero_filled_features
178abe9f-dc3a-45ac-89c9-566dba61bce9_delivery_10,data/videos/178abe9f-dc3a-45ac-89c9-566dba61bce9_delivery_10.mp4,data/features/178abe9f-dc3a-45ac-89c9-566dba61bce9_delivery_10_features.csv,data/keypoints/normalized/178abe9f-dc3a-45ac-89c9-566dba61bce9_delivery_10_keypoints.csv,data/labels/178abe9f-dc3a-45ac-89c9-566dba61bce9_delivery_10_phase_labels.csv,manual,train,204,54.852635824507416,165,
1bb571ba-dc23-4fcb-9e77-70746e566ce1_delivery_2,data/videos/1bb571ba-dc23-4fcb-9e77-70746e566ce1_delivery_2.mp4,data/features/1bb571ba-dc23-4fcb-9e77-70746e566ce1_delivery_2_features.csv,data/keypoints/normalized/1bb571ba-dc23-4fcb-9e77-70746e566ce1_delivery_2_keypoints.csv,data/labels/1bb571ba-dc23-4fcb-9e77-70746e566ce1_delivery_2_phase_labels.csv,manual,train,93,29.91112429376512,93,
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13,data/videos/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13.mp4,data/features/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13_features.csv,data/keypoints/normalized/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13_keypoints.csv,data/labels/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_13_phase_labels.csv,manual,train,98,30.05100493695081,98,
21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_14,data/videos/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_14.mp4,data/features/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_14_features.csv,data/keypoints/normalized/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_14_keypoints.csv,data/labels/21c1f521-f220-4a6e-83aa-71ca085845bf_delivery_14_phase_labels.csv,manual,train,104,30.046996584401242,104,
22a76ae6-8845-4c11-9024-87a931a562d4_delivery_2,data/videos/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_2.mp4,data/features/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_2_features.csv,data/keypoints/normalized/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_2_keypoints.csv,data/labels/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_2_phase_labels.csv,manual,train,171,60.010528162835584,171,
22a76ae6-8845-4c11-9024-87a931a562d4_delivery_3,data/videos/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_3.mp4,data/features/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_3_features.csv,data/keypoints/normalized/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_3_keypoints.csv,data/labels/22a76ae6-8845-4c11-9024-87a931a562d4_delivery_3_phase_labels.csv,manual,train,134,60.00537361554766,134,
22a8931b-59a5-40b6-aa97-89c11d506144_delivery_4,data/videos/22a8931b-59a5-40b6-aa97-89c11d506144_delivery_4.mp4,data/features/22a8931b-59a5-40b6-aa97-89c11d506144_delivery_4_features.csv,data/keypoints/normalized/22a8931b-59a5-40b6-aa97-89c11d506144_delivery_4_keypoints.csv,data/labels/22a8931b-59a5-40b6-aa97-89c11d506144_delivery_4_phase_labels.csv,manual,test,177,58.25413136251769,175,
2528ff4e-de60-4e30-8b17-d238eca61e70_delivery_14,data/videos/2528ff4e-de60-4e30-8b17-d238eca61e70_delivery_14.mp4,data/features/2528ff4e-de60-4e30-8b17-d238eca61e70_delivery_14_features.csv,data/keypoints/normalized/2528ff4e-de60-4e30-8b17-d238eca61e70_delivery_14_keypoints.csv,data/labels/2528ff4e-de60-4e30-8b17-d238eca61e70_delivery_14_phase_labels.csv,manual,test,99,29.902640225259844,89,
2d36b9ce-c540-4fce-afae-1320568ec687_delivery_7,data/videos/2d36b9ce-c540-4fce-afae-1320568ec687_delivery_7.mp4,data/features/2d36b9ce-c540-4fce-afae-1320568ec687_delivery_7_features.csv,data/keypoints/normalized/2d36b9ce-c540-4fce-afae-1320568ec687_delivery_7_keypoints.csv,data/labels/2d36b9ce-c540-4fce-afae-1320568ec687_delivery_7_phase_labels.csv,manual,train,142,60.0101425593058,142,
3658b9c7-b70d-4cc4-af20-3b324ba0a954_delivery_11,data/videos/3658b9c7-b70d-4cc4-af20-3b324ba0a954_delivery_11.mp4,data/features/3658b9c7-b70d-4cc4-af20-3b324ba0a954_delivery_11_features.csv,data/keypoints/normalized/3658b9c7-b70d-4cc4-af20-3b324ba0a954_delivery_11_keypoints.csv,data/labels/3658b9c7-b70d-4cc4-af20-3b324ba0a954_delivery_11_phase_labels.csv,manual,train,203,50.0,150,
42b17714-ec3a-4e3c-aee3-d5546dac99c5_delivery_4,data/videos/42b17714-ec3a-4e3c-aee3-d5546dac99c5_delivery_4.mp4,data/features/42b17714-ec3a-4e3c-aee3-d5546dac99c5_delivery_4_features.csv,data/keypoints/normalized/42b17714-ec3a-4e3c-aee3-d5546dac99c5_delivery_4_keypoints.csv,data/labels/42b17714-ec3a-4e3c-aee3-d5546dac99c5_delivery_4_phase_labels.csv,manual,train,155,51.408292397100496,155,
479038b4-6281-4885-99d9-236a1dbf8b4e_delivery_1,data/videos/479038b4-6281-4885-99d9-236a1dbf8b4e_delivery_1.mp4,data/features/479038b4-6281-4885-99d9-236a1dbf8b4e_delivery_1_features.csv,data/keypoints/normalized/479038b4-6281-4885-99d9-236a1dbf8b4e_delivery_1_keypoints.csv,data/labels/479038b4-6281-4885-99d9-236a1dbf8b4e_delivery_1_phase_labels.csv,manual,train,171,60.00842223469961,171,
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_15,data/videos/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_15.mp4,data/features/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_15_features.csv,data/keypoints/normalized/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_15_keypoints.csv,data/labels/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_15_phase_labels.csv,manual,train,86,29.904144467153735,86,
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1,data/videos/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1.mp4,data/features/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1_features.csv,data/keypoints/normalized/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1_keypoints.csv,data/labels/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_1_phase_labels.csv,manual,train,85,29.90442311826906,85,
4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_6,data/videos/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_6.mp4,data/features/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_6_features.csv,data/keypoints/normalized/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_6_keypoints.csv,data/labels/4af4f6b5-b557-4bf1-9cb5-76fc669915e8_delivery_6_phase_labels.csv,manual,excluded_too_short,77,29.878416831939294,77,
4ba3683f-68ea-4591-b7f8-3d686aa06c86_delivery_1,data/videos/4ba3683f-68ea-4591-b7f8-3d686aa06c86_delivery_1.mp4,data/features/4ba3683f-68ea-4591-b7f8-3d686aa06c86_delivery_1_features.csv,data/keypoints/normalized/4ba3683f-68ea-4591-b7f8-3d686aa06c86_delivery_1_keypoints.csv,data/labels/4ba3683f-68ea-4591-b7f8-3d686aa06c86_delivery_1_phase_labels.csv,manual,test,81,29.605263157894736,81,
4cf07982-ddd4-4196-bcde-ae1f618e1dba_delivery_16,data/videos/4cf07982-ddd4-4196-bcde-ae1f618e1dba_delivery_16.mp4,data/features/4cf07982-ddd4-4196-bcde-ae1f618e1dba_delivery_16_features.csv,data/keypoints/normalized/4cf07982-ddd4-4196-bcde-ae1f618e1dba_delivery_16_keypoints.csv,data/labels/4cf07982-ddd4-4196-bcde-ae1f618e1dba_delivery_16_phase_labels.csv,manual,train,184,52.024755741258524,157,
4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_1,data/videos/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_1.mp4,data/features/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_1_features.csv,data/keypoints/normalized/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_1_keypoints.csv,data/labels/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_1_phase_labels.csv,manual,test,135,27.55751923356075,85,
4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_5,data/videos/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_5.mp4,data/features/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_5_features.csv,data/keypoints/normalized/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_5_keypoints.csv,data/labels/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_5_phase_labels.csv,manual,test,146,30.00794731024655,91,
4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_7,data/videos/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_7.mp4,data/features/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_7_features.csv,data/keypoints/normalized/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_7_keypoints.csv,data/labels/4cf6dde3-f462-4d7c-874f-cac17c62beaf_delivery_7_phase_labels.csv,manual,train,143,29.79911644577811,89,
4f1c3ef4-bef8-472e-87ff-a9a418067ac8_delivery_1,data/videos/4f1c3ef4-bef8-472e-87ff-a9a418067ac8_delivery_1.mp4,data/features/4f1c3ef4-bef8-472e-87ff-a9a418067ac8_delivery_1_features.csv,data/keypoints/normalized/4f1c3ef4-bef8-472e-87ff-a9a418067ac8_delivery_1_keypoints.csv,data/labels/4f1c3ef4-bef8-472e-87ff-a9a418067ac8_delivery_1_phase_labels.csv,manual,train,171,27.88402131433572,171,
57611182-24f2-4793-9bb8-aa9687f4096b_delivery_1,data/videos/57611182-24f2-4793-9bb8-aa9687f4096b_delivery_1.mp4,data/features/57611182-24f2-4793-9bb8-aa9687f4096b_delivery_1_features.csv,data/keypoints/normalized/57611182-24f2-4793-9bb8-aa9687f4096b_delivery_1_keypoints.csv,data/labels/57611182-24f2-4793-9bb8-aa9687f4096b_delivery_1_phase_labels.csv,manual,train,221,29.98837554673377,221,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_10,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_10.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_10_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_10_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_10_phase_labels.csv,manual,test,233,60.00772631669314,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_19,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_19.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_19_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_19_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_19_phase_labels.csv,manual,train,235,60.00919289763538,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_23,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_23.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_23_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_23_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_23_phase_labels.csv,manual,test,232,60.00931178976048,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_24,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_24.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_24_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_24_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_24_phase_labels.csv,manual,train,235,60.00919289763538,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_2,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_2.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_2_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_2_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_2_phase_labels.csv,manual,train,194,60.00927978553385,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_30,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_30.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_30_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_30_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_30_phase_labels.csv,manual,train,204,60.00882482718047,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_32,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_32.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_32_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_32_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_32_phase_labels.csv,manual,train,209,60.01033670871538,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_3,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_3.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_3_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_3_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_3_phase_labels.csv,manual,train,222,60.00973130777964,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_4,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_4.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_4_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_4_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_4_phase_labels.csv,manual,test,206,60.00873913676749,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_5,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_5.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_5_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_5_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_5_phase_labels.csv,manual,test,233,60.009271818821794,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_6,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_6.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_6_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_6_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_6_phase_labels.csv,manual,train,228,60.00947518029162,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_7,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_7.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_7_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_7_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_7_phase_labels.csv,manual,train,228,60.011054667965155,181,
5a6ce153-df78-40af-93e5-405f760e711d_delivery_8,data/videos/5a6ce153-df78-40af-93e5-405f760e711d_delivery_8.mp4,data/features/5a6ce153-df78-40af-93e5-405f760e711d_delivery_8_features.csv,data/keypoints/normalized/5a6ce153-df78-40af-93e5-405f760e711d_delivery_8_keypoints.csv,data/labels/5a6ce153-df78-40af-93e5-405f760e711d_delivery_8_phase_labels.csv,manual,train,192,60.01125210977058,181,
5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_22,data/videos/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_22.mp4,data/features/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_22_features.csv,data/keypoints/normalized/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_22_keypoints.csv,data/labels/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_22_phase_labels.csv,manual,train,202,60.00891221468535,181,
5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_23,data/videos/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_23.mp4,data/features/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_23_features.csv,data/keypoints/normalized/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_23_keypoints.csv,data/labels/5e2d3ff3-4182-41c2-9433-a775bde0e954_delivery_23_phase_labels.csv,manual,train,209,60.01033670871538,181,
65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_4,data/videos/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_4.mp4,data/features/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_4_features.csv,data/keypoints/normalized/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_4_keypoints.csv,data/labels/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_4_phase_labels.csv,manual,excluded_too_short,70,29.909275198564355,70,
65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_5,data/videos/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_5.mp4,data/features/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_5_features.csv,data/keypoints/normalized/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_5_keypoints.csv,data/labels/65dbcf5a-1b7f-480e-9cb9-efaeba6f61a2_delivery_5_phase_labels.csv,manual,excluded_too_short,49,29.896683569704695,49,
69fd62f4-beea-4c5a-b558-977b47e4ef47_delivery_1,data/videos/69fd62f4-beea-4c5a-b558-977b47e4ef47_delivery_1.mp4,data/features/69fd62f4-beea-4c5a-b558-977b47e4ef47_delivery_1_features.csv,data/keypoints/normalized/69fd62f4-beea-4c5a-b558-977b47e4ef47_delivery_1_keypoints.csv,data/labels/69fd62f4-beea-4c5a-b558-977b47e4ef47_delivery_1_phase_labels.csv,manual,excluded_too_short,78,33.1474494879144,78,
6a8973e9-f387-4afc-a16d-e5c5db2892ec_delivery_12,data/videos/6a8973e9-f387-4afc-a16d-e5c5db2892ec_delivery_12.mp4,data/features/6a8973e9-f387-4afc-a16d-e5c5db2892ec_delivery_12_features.csv,data/keypoints/normalized/6a8973e9-f387-4afc-a16d-e5c5db2892ec_delivery_12_keypoints.csv,data/labels/6a8973e9-f387-4afc-a16d-e5c5db2892ec_delivery_12_phase_labels.csv,manual,train,206,60.03399983809601,181,
6c4a2070-b534-47fc-ab1a-2ed0c8a6b73e_delivery_3,data/videos/6c4a2070-b534-47fc-ab1a-2ed0c8a6b73e_delivery_3.mp4,data/features/6c4a2070-b534-47fc-ab1a-2ed0c8a6b73e_delivery_3_features.csv,data/keypoints/normalized/6c4a2070-b534-47fc-ab1a-2ed0c8a6b73e_delivery_3_keypoints.csv,data/labels/6c4a2070-b534-47fc-ab1a-2ed0c8a6b73e_delivery_3_phase_labels.csv,manual,train,207,60.038285283369106,180,
71b3801d-294d-45ab-b431-ffee076bddbd_delivery_4,data/videos/71b3801d-294d-45ab-b431-ffee076bddbd_delivery_4.mp4,data/features/71b3801d-294d-45ab-b431-ffee076bddbd_delivery_4_features.csv,data/keypoints/normalized/71b3801d-294d-45ab-b431-ffee076bddbd_delivery_4_keypoints.csv,data/labels/71b3801d-294d-45ab-b431-ffee076bddbd_delivery_4_phase_labels.csv,manual,test,231,58.21279169396704,175,
77417906-e1c4-4717-9419-5bf7bda6f076_delivery_1,data/videos/77417906-e1c4-4717-9419-5bf7bda6f076_delivery_1.mp4,data/features/77417906-e1c4-4717-9419-5bf7bda6f076_delivery_1_features.csv,data/keypoints/normalized/77417906-e1c4-4717-9419-5bf7bda6f076_delivery_1_keypoints.csv,data/labels/77417906-e1c4-4717-9419-5bf7bda6f076_delivery_1_phase_labels.csv,manual,train,80,29.808727332946923,80,
89364d92-73c7-42d3-8ab3-f3cac42cce44_delivery_7,data/videos/89364d92-73c7-42d3-8ab3-f3cac42cce44_delivery_7.mp4,data/features/89364d92-73c7-42d3-8ab3-f3cac42cce44_delivery_7_features.csv,data/keypoints/normalized/89364d92-73c7-42d3-8ab3-f3cac42cce44_delivery_7_keypoints.csv,data/labels/89364d92-73c7-42d3-8ab3-f3cac42cce44_delivery_7_phase_labels.csv,manual,train,198,60.02546534893591,182,
8a5a45f1-f089-4401-9911-ceb005ec8671_delivery_1,data/videos/8a5a45f1-f089-4401-9911-ceb005ec8671_delivery_1.mp4,data/features/8a5a45f1-f089-4401-9911-ceb005ec8671_delivery_1_features.csv,data/keypoints/normalized/8a5a45f1-f089-4401-9911-ceb005ec8671_delivery_1_keypoints.csv,data/labels/8a5a45f1-f089-4401-9911-ceb005ec8671_delivery_1_phase_labels.csv,manual,train,180,27.415156858696868,180,
8c22159b-91b8-48b9-9696-ce3925b7a484_delivery_1,data/videos/8c22159b-91b8-48b9-9696-ce3925b7a484_delivery_1.mp4,data/features/8c22159b-91b8-48b9-9696-ce3925b7a484_delivery_1_features.csv,data/keypoints/normalized/8c22159b-91b8-48b9-9696-ce3925b7a484_delivery_1_keypoints.csv,data/labels/8c22159b-91b8-48b9-9696-ce3925b7a484_delivery_1_phase_labels.csv,manual,train,252,50.258717161756394,252,
970a5984-8294-4ed3-9a12-c76d7a27f97f_delivery_2,data/videos/970a5984-8294-4ed3-9a12-c76d7a27f97f_delivery_2.mp4,data/features/970a5984-8294-4ed3-9a12-c76d7a27f97f_delivery_2_features.csv,data/keypoints/normalized/970a5984-8294-4ed3-9a12-c76d7a27f97f_delivery_2_keypoints.csv,data/labels/970a5984-8294-4ed3-9a12-c76d7a27f97f_delivery_2_phase_labels.csv,manual,train,118,29.90563673380886,118,
9d43c8ca-67d4-49a5-b3ca-7930ad933230_delivery_1,data/videos/9d43c8ca-67d4-49a5-b3ca-7930ad933230_delivery_1.mp4,data/features/9d43c8ca-67d4-49a5-b3ca-7930ad933230_delivery_1_features.csv,data/keypoints/normalized/9d43c8ca-67d4-49a5-b3ca-7930ad933230_delivery_1_keypoints.csv,data/labels/9d43c8ca-67d4-49a5-b3ca-7930ad933230_delivery_1_phase_labels.csv,manual,train,108,30.00815036182667,91,
